review_text,rating,review_date
"heh shopee klo iklan bisa ga gausah segala masuk apk,bikin kesell lagi seru mlh masuk ke apk shpe.gausa maksa y",1,2025-11-24 20:28:02
👍👍,5,2025-11-24 20:27:29
"Tolong diperbaiki lg proses pengiriman nya sekarang suka lama lebih dari 1 minggu barang baru sampai, selebih nya masih oke² saja",3,2025-11-24 20:26:02
Belanja dari rumah lebih mudah,4,2025-11-24 20:25:51
👍👍👍,5,2025-11-24 20:25:46
ok banget,5,2025-11-24 20:24:53
makin mantap,5,2025-11-24 20:24:27
shoppe terbaik tadi aku beli mainan ff tapi duar cod ang ang ang,5,2025-11-24 20:24:01
"pas paket dilacak terus paketnya udah nyampe di pulau Natuna dari jakarta, nah pas aku cek lagi kok masih di Jakarta lagi?!! padahal tadi udah di Kepri Natuna",2,2025-11-24 20:22:07
belanja di shopee paling banyak diskonnya dan pengiriman cod gratis,5,2025-11-24 20:21:58
sangat bermanfaat dan diskon besar besaran saya bangga produk lokal,5,2025-11-24 20:20:00
mantap,5,2025-11-24 20:19:01
barang yg diterima selalu sesuai dengan apa yg didiskripsikan.,5,2025-11-24 20:19:01
banyak benda yg di inginkan,5,2025-11-24 20:18:48
amazing,5,2025-11-24 20:18:32
sangat bagus sehingga dengan adanya aplikasi shopee mempermudahkan kita yg suka mageran keluar rumah untuk belanja,5,2025-11-24 20:17:07
mantap gan,5,2025-11-24 20:16:38
ok,5,2025-11-24 20:15:41
Puas bnja d shopee bagus bagus harga terjangkau N original👍,5,2025-11-24 20:15:39
good,5,2025-11-24 20:15:25
mantaap,3,2025-11-24 20:15:03
nice,5,2025-11-24 20:14:59
belanja lebih mudah dan memuaskan,5,2025-11-24 20:14:57
good bagus,5,2025-11-24 20:14:46
baikk,5,2025-11-24 20:14:11
sangat membantu sekali,5,2025-11-24 20:13:51
terimakasih,5,2025-11-24 20:13:50
setiap masuk apk selalu masuk ke life gak jelas dan susah dikembalikan.ditambah lagi waktu pengiriman sangat lama dan bertele2.mungkin sudah saat ny berpindah kelain hati,1,2025-11-24 20:13:28
mantap belanja pake vocher puas pokoknya,5,2025-11-24 20:13:13
baik,5,2025-11-24 20:13:00
bagus dan sesuai dengan kebutuhan,5,2025-11-24 20:11:55
bagus,5,2025-11-24 20:09:59
keren,5,2025-11-24 20:09:58
Tidak dapat hapus akun,1,2025-11-24 20:09:10
Sangat puas belanja ditoko ini,5,2025-11-24 20:09:08
"parah parah sudah 3x ini spx hemat lemot minta ampun...pesanan mandek dikota lain 7hari lebih..lain kali biar spx hemat enak kebijakan jgn ngasih mepet di spx dong,kurir juga butuh makan ujung2nya konsumen yg rugiiiiii",1,2025-11-24 20:08:50
kenapa shope saya setiap ngambil cicilan 3 kali jadi 1 kali pembayaran trus udah 2 kali begitu,5,2025-11-24 20:08:47
lumayanlah bagus apk nya tapi toko nya baru juga pesen langsung dikirim tolong perbaiki,2,2025-11-24 20:08:38
cepat aman dan tepat,3,2025-11-24 20:08:20
sanggat. bagus,5,2025-11-24 20:07:43
Sangat puas,5,2025-11-24 20:07:08
barangnya bagus.murah sesuai pesanan. mantap,5,2025-11-24 20:06:43
bagus sangat membantu,5,2025-11-24 20:05:58
Aplikasi shopee sangat membatu saya mencari apa yg saya inginkan di shopee terus saya suka ada koin dan voucher nya semoga di pertahankan diskonnya...,5,2025-11-24 20:05:19
perbaiki masalah estimasi pengiriman biar kami senang berbelanja...,5,2025-11-24 20:04:25
puas dan amanah,5,2025-11-24 20:02:31
"bagus lebih murah di bandingkan app lain,tapi pengiriman nya lama banget 2 Minggu lebih dan 1bulan",4,2025-11-24 20:02:13
jos,5,2025-11-24 20:01:05
"nge lag parah, sering crash apalagi kalo update detail produk di toko",4,2025-11-24 20:00:32
"scam, main blockzi poin dah 25.000 lebih malah di kasih block yang gak bisa menang,iya emang awalnya mah dapet 10.000 tapi makin kesini ga di kasih kesempatan buat menang buang² waktu, walupun cuma 10.000 tapi kalo ujungnya ga dapet mah buat apa, itumah namanya scam, namanya aja dapet 10.000 tapi ga dapet prettt",2,2025-11-24 20:00:16
Moga dng shopee saya dapat barang yg saya inginkan,5,2025-11-24 19:58:04
"terima kasih shopee, udah bantu belanja jadi cepat, hemat, dan aman",5,2025-11-24 19:57:57
bagus belanja gampang,5,2025-11-24 19:57:36
Shopee aplikasi belanja online terbaik pengiriman cepat cuman 2 hari barang di pesan selalu sesuai tidak pernah mengecewakan gak kayak aplikasi sebelah pesan apa yang datang beda sma barang yang di pesan🤣🤣 pokonya Shopee aplikasi belanja online terbaik 👍❤️,5,2025-11-24 19:57:10
"Mantap, paling banyak free ongkir nya",5,2025-11-24 19:56:02
"mantap, cuman yang membuat saya kesel pas masuk ke app Shopee langsung di bawa ke beranda video😡, kalau bisa berandanya jangan video biar tidak bikin kesel",4,2025-11-24 19:55:55
"saya sangat puas pelayanan nya tepat waktu & barang bungkus nya masih bagus, tidak robek.",5,2025-11-24 19:53:27
soppy sangat mempermudah kita mencari barang apa yg kita onginkan,5,2025-11-24 19:53:25
"bisakah pakai JNT....? Soalnya, JNT lebih baik dari SPX",1,2025-11-24 19:53:14
slama saya blnja di Shopee smua menyenangkan dan hasilnya memuaskan,5,2025-11-24 19:52:58
salam kenal mudah mudahan bisa belanja di shopee.,5,2025-11-24 19:52:52
good,5,2025-11-24 19:52:23
shopee ok,5,2025-11-24 19:52:02
mntap,5,2025-11-24 19:51:34
"Shopee harus memperbaharui kurirnya, telat dikit barang sudah di kembalikan ke gudang penyortiran provinsi. disini saya sebagai konsumen merasa tidak adil, masak konsumen sabar menunggu berminggu2, tiba tiba telat sedikit kurirnya langsung mengembalikan paket ke tokonya.",1,2025-11-24 19:50:51
"pengiriman cepat,kurir nya ramah",4,2025-11-24 19:50:38
"gak waras developer shopee ,banyak penipuan di pelihara",1,2025-11-24 19:50:33
Mantap bos ku,5,2025-11-24 19:50:16
mantull,5,2025-11-24 19:48:34
berguna,5,2025-11-24 19:48:21
"Tks shopee..., shopee masih yang terbaik.",5,2025-11-24 19:48:12
"spx kacau parah... order dr tgl 19 nov, estimasi sampe max tgl 22nov... tp di tracking, barang masih stuck di DC Surabaya dr tgl 20-23...kmudian estimasi barang sampe, berubah jd tgl 23nov..dan sampe skrg udh tgl 24nov, barang masih di DC Surabaya... kalo sekiranya g sanggup urus pengiriman sendiri, ya ga ush serakah lah..bagi2 sama ekspedisi lain .biar konsumen juga ga jd korban... parahhhhh... dan yg bikin sebel, ketika komplain yg balas chat itu robot...udh template jawabannya...",1,2025-11-24 19:47:48
shopee is the best,5,2025-11-24 19:45:44
sangat mantap. cuma untuk agen ke kec.busang belom ada,5,2025-11-24 19:40:51
terpercaya,5,2025-11-24 19:40:20
Sangat baik belanja d shopee,5,2025-11-24 19:39:51
makasih shopee,5,2025-11-24 19:39:36
"Berbelanja online di sini bagus, tetapi tetap saya sarankan untuk blokir akun penipuan yg merugikan tukang chekout",5,2025-11-24 19:39:27
layanan tepat waktu,5,2025-11-24 19:37:10
ok puasa 👍🙏,5,2025-11-24 19:37:00
gak bisa login google,2,2025-11-24 19:36:02
belanja pas lagi mager jadi mudah,5,2025-11-24 19:35:54
apk terbaik untuk pemesanan online,5,2025-11-24 19:35:44
shopee memang cock buat belanja online selalu tepat waktu dalam pengiriman nyaa,4,2025-11-24 19:34:21
mantap,5,2025-11-24 19:33:54
sangat mudah dan murah bagus kualitasnya,5,2025-11-24 19:33:37
baik,5,2025-11-24 19:33:06
"beli produk mengalami keugian ,ditipu penjual",1,2025-11-24 19:31:58
sanggat memuaskan,5,2025-11-24 19:31:46
ok banget,5,2025-11-24 19:31:33
kurir SPX lama 2x pesanan tiba-tiba dibatalkan pada saat pengiriman. kecewa auto uninstal,1,2025-11-24 19:31:31
okey banget.. belanja aman dan nyaman..,5,2025-11-24 19:29:48
pelayanannya lambat.kita belanja di toko terdekat sama nyampekny kalau belanja di luar pulau,2,2025-11-24 19:29:45
saya sudah berlangganan dengan shopee lama banget produk ok pengiriman relatif bagus ... retur mudah banyak keuntungan ongkir murah adminya ramah2...,5,2025-11-24 19:29:11
barang murah dan cepat kirimnya,5,2025-11-24 19:28:53
bermanfaat,5,2025-11-24 19:28:37
bangkrut aja,1,2025-11-24 19:27:41
mudah di gunakan lw belanja di shopee,5,2025-11-24 19:26:39
good aplikasi,5,2025-11-24 19:26:12
Bagus,5,2025-11-24 19:25:49
positif aja,5,2025-11-24 19:25:29
"sangat jelek pengembalian dana spayleter lama nunggu berminggu-minggu sampe sekarang pun belum balik dana nya,udah buat laporan 4 kali.tetep aja sangat-sangat jelwk",1,2025-11-24 19:24:29
sangat membantu,5,2025-11-24 19:23:53
cukup membantu,5,2025-11-24 19:23:28
pelayanan sangat baik,5,2025-11-24 19:23:01
pas dan sesuaitebal dan tahan lamamenarik dan modernmemikat daya tarik yang kuatbarang bekerja dengan baik,5,2025-11-24 19:22:35
mantap,5,2025-11-24 19:22:10
ok,5,2025-11-24 19:21:29
barangnya bagus harga terjangkau,5,2025-11-24 19:21:24
sangat bagus,5,2025-11-24 19:21:03
bagus tapi banyak yg kww nyaa suerr,5,2025-11-24 19:20:30
makin kesini pengiriman dari driver telat tanggal nya..,2,2025-11-24 19:17:28
harga rigan,5,2025-11-24 19:17:13
tolong kembalikan fitur cod saya,5,2025-11-24 19:17:10
bagus apk nya,5,2025-11-24 19:16:57
semenjak ada aplikasi shopee saya suk Krn skrng SDH jarang keluar rumah sisa di masukin keranjang kuning,5,2025-11-24 19:16:05
semenjak kenal sopi dr 2020..udh males bgt belanja di mall..,5,2025-11-24 19:16:00
baik,5,2025-11-24 19:15:58
"cukup puas belanja di shopee, mudah di akses.tokonya juga amanah sesuai barang yg di pesan.",5,2025-11-24 19:13:28
baik,5,2025-11-24 19:13:22
iklannya pemaksaan,1,2025-11-24 19:13:06
semoga bermanfaat barang murah,5,2025-11-24 19:12:57
habis topup shopee pay malah gak masuk masuk,2,2025-11-24 19:12:09
bagus sekali murah dan belanja tanpa banyak drama,5,2025-11-24 19:11:55
makin asik,5,2025-11-24 19:11:33
Barangnya bagus,5,2025-11-24 19:10:33
ok,5,2025-11-24 19:10:22
sangat puas dengan pelayanan shopee dan tidak kecewa,5,2025-11-24 19:10:21
kenapa shopee tidak ada mode gelap?,5,2025-11-24 19:10:21
sangat bagus,1,2025-11-24 19:09:14
sering kali pesanannya agak lambat sih sapi bagus,4,2025-11-24 19:09:02
banyak inovasi dan layanan yg memberikan kepuasan pelanggan dalam bertransaksi maupun dalam mendapatkan penghasilan,5,2025-11-24 19:09:01
pesann cepat d BRG TDK rusak,5,2025-11-24 19:08:52
keren,5,2025-11-24 19:08:00
customer service sulit dihubungi,1,2025-11-24 19:07:38
"sementara saya kasih bintang 1 dulu, karna sudah lebih dari 1*24jam saldo top up saya k shoppepay belum masuk jg... gtw orang butuh dananya🥲",1,2025-11-24 19:07:13
"kenapa sering bngt ngelag"" sii jadi ga nyaman",4,2025-11-24 19:06:47
mantap,5,2025-11-24 19:05:06
terbaik,5,2025-11-24 19:04:02
ok keren,5,2025-11-24 19:01:58
"Malas sekali belanja di shopee kalo seler lama proses seharus nya dateng 3 hari paket nya jadi 7 hari karan seler lama kirim nya padahal sudah 2 hari gak di kirim kirim, gak papa lama kalu pesana sendiri ini tetanga yang minta tolong pesan mana saya bilang 3 hari sampe tau nya 7 hari baru nyampe padahal butuh cepat",2,2025-11-24 19:01:13
pelayanan pengiriman barangnya makin gak jelas lama sekali banyak alasan nya di tanya pihak shopee,3,2025-11-24 19:00:18
baik cepat dan mudah,5,2025-11-24 18:59:48
"Aplikasinya udah bagus,,tapi ekspedisinya aja kayak sampah,sok sok'an memonopoli tapi gak bisa ngehandle barang,,jelas2 barang saya barang besar tiba2 dinyatakan hilang,dan GK ketahuan hilangnya dimana,kan tolol namanya. Sedangkan ekspedisi lain itu kita bisa lacak , misal barang yang tidak diterima pembeli atau barang itu kembali kepenjual,pasti ada trackingnya.sedangkan spx itu tidak ada, saya merasa dirugikan, barang harga 2jt cuma diganti 1jt Emang 🦮 shoppe",1,2025-11-24 18:59:43
Kereeeeen,5,2025-11-24 18:57:10
ok,5,2025-11-24 18:57:03
baik,4,2025-11-24 18:56:46
pengajuan pengembalian g bakal di acc.. mau bukti gamblang dan plus video unboxing paketnya tanpa jeda pun g bakal di acc..banding juga ditolak.. nyesel belanja disini..,1,2025-11-24 18:56:04
ok,5,2025-11-24 18:55:47
mantap,5,2025-11-24 18:55:45
bermanfaat sekali,5,2025-11-24 18:54:53
bagus banget baik kurirnya,5,2025-11-24 18:52:38
Bagus👍,5,2025-11-24 18:52:33
sangat senang bisa belanja ga perlu ribet kepasar lagi,5,2025-11-24 18:52:21
good,5,2025-11-24 18:51:07
menarik,5,2025-11-24 18:48:58
apsih gj tinggal cekout malah kena m04,1,2025-11-24 18:47:47
di tolak terus menerus paylater nya,1,2025-11-24 18:47:37
Sangat puas blanja di Sophie,5,2025-11-24 18:47:23
"ui berat ga karuan, jasa spx nya sampah.",1,2025-11-24 18:47:18
𝙨𝙖𝙣𝙜𝙖𝙩 𝙗𝙚𝙧𝙜𝙪𝙣𝙖,5,2025-11-24 18:45:39
"Belanja apapun lebih mudah, semua barang yg di cari selalu ada",5,2025-11-24 18:45:11
"pengembalian barang SE enaknya saja di.batalkan buat yg lain harus lebih teliti sya sering terjadi terlambat datang cs tidak bisa kerja saran pecat cs dan pecat kurir yg TDK beres jangan cari untung besar belaka untuk yg lain lebih berhati hati sja ya nama boleh oke tp ulah 1,2 oknum JD jelek smua",1,2025-11-24 18:44:41
good,5,2025-11-24 18:44:15
kak kalau hp rusak trus mau masuk ke shopee yang lama ke hp yang baru gimana caranya .. sandi dan email nya lupa ..,5,2025-11-24 18:43:06
Sangat puas pelayanan nya,5,2025-11-24 18:43:03
mantab mantab..,5,2025-11-24 18:42:42
keliru di ganti,5,2025-11-24 18:41:52
puas banget belanja di sini.respon nya cepet brang belum pernah gagal.semoga sukses slalu,5,2025-11-24 18:40:59
sangat membantu,5,2025-11-24 18:40:53
belanja di sope sangat menyenangkan,5,2025-11-24 18:40:40
"cepat, singkat n akurat",4,2025-11-24 18:40:22
"Tlong pengiriman nya di perbagus lagi,7 hari barang belum sampai",1,2025-11-24 18:40:15
banyak banget barang yang murah murah namun kualitas nya gak murahan dan harganya cocok di kantong pelajar,5,2025-11-24 18:40:12
"kurangin satu bintang nya,, karena apk Spinjam nya gk jelas.. udah 3x ngajuin di suruh bulan depan terus,, padahal udah ttd perjanjian.. klo gk di Acc harap kasih alasan nya apa,, ini udah limit di naikin tp gk bs pinjam.. di Php terus udah 3 bulan.. buat apa ada Apk itu klo gk bs di gunakan ?..",4,2025-11-24 18:39:57
Tambahkan auto mode gelap native dong biar betah berlama-lama di shopee,4,2025-11-24 18:38:12
bnyk promo,5,2025-11-24 18:37:52
sangat bagus ya pesanan saya tidak sampai semua kurirnya edan semua padahal alamat saya sangat jelas..terimakasih shopee sukses selalu,5,2025-11-24 18:37:22
Alhamdulillah banyak gratis ongkir,5,2025-11-24 18:37:17
paylater saya udh bs dipake lagi.. kl ada komplenan cepet direspon.. makasi sopee..,5,2025-11-24 18:37:13
saya suka belanja di shopee,5,2025-11-24 18:36:48
barang bagus berkualitas,5,2025-11-24 18:35:41
"Alhamdulillah sangat membantu saya untuk belanja online di shopee, karna saya tipe ibu banyak kerjaan di rumah. apa lagi bisa COD, karna tempat tinggal sya jauh dengan bank. rekomendasi banget pokoknya, tapi kadang-kadang harganya kenapa mahal ya?!! kalo bisa untuk akun yg udah lama pakek shopee jangan terlalu mahal lah,,, krna udah jadi langganan... 😊🥰. tapi saya cukup puas kok... trimakasih shopee.",5,2025-11-24 18:35:37
"tolong buat shoppe di percepatan pengiriman di nias Sumatra Utara yg tepatnya nias Selatan lolowau saya pesan paket tanggal 9 November sampe tanggal 24 November di tahan di gudang lolowau dan sampe skrg belum juga di antar di rumah, kurir nya juga tidak merespon chat dari customer sekian dan Terima kasih",1,2025-11-24 18:34:57
shopee bertanggung jawab dan memberi pelayanan yang prima,5,2025-11-24 18:33:42
"pelayananya selalu tepat waktu,mempermudah kita berbelanja apasaja yang kita mau,semua ada di shopee.",5,2025-11-24 18:33:28
males x sudah kalo di saat penting eh malah di nonaktifkan fitur cod padahal kan har itu uang perlu untuk yang penting dan belum tau gimn cara menggunakan dengan baik,1,2025-11-24 18:33:27
aku harap dapat voucher gratis dishoppe,5,2025-11-24 18:32:59
baguss bangettt,5,2025-11-24 18:32:50
buruk sangat buruk kinerja spx,1,2025-11-24 18:32:48
"kumplit, semua ada😆",5,2025-11-24 18:32:47
sangat memuaskan,5,2025-11-24 18:32:00
susah daftar payleter nya,3,2025-11-24 18:31:54
"apk yang membantu sesuai kebutuhan, tapi mohon maaf untuk kurir spx masih kurang pelayananya, banyak yang kena retur dari spx karena melewati batas estimasi pengiriman.",5,2025-11-24 18:31:37
semoga lebih baik lgi,5,2025-11-24 18:31:17
bagus dan bermanfaat,5,2025-11-24 18:31:00
sori sopi bintang 1 sekarang ribet,1,2025-11-24 18:30:33
pengiriman lama,1,2025-11-24 18:30:14
bnyak pilihan bisa COD,5,2025-11-24 18:28:34
ok,5,2025-11-24 18:28:18
good job,5,2025-11-24 18:27:29
mantap dan jos,5,2025-11-24 18:27:26
shopie mantap,5,2025-11-24 18:26:09
lamban,1,2025-11-24 18:25:51
aplikasi mantap,5,2025-11-24 18:25:36
SHOPEE is The Best Number Uno,5,2025-11-24 18:25:08
aplikasinya sering error,3,2025-11-24 18:24:47
kurir nya suka salah antar padahal map nya bener,4,2025-11-24 18:24:32
sya ingin membeli mainan merupakan,5,2025-11-24 18:24:02
lama pengiriman.jadi gak mud,1,2025-11-24 18:23:28
bagus,5,2025-11-24 18:22:45
sangat bagus dan membantu kebutuhan seperti pakaian dan sebagainya,5,2025-11-24 18:21:53
good job,5,2025-11-24 18:21:38
bagus,3,2025-11-24 18:21:30
semakin lama semakin menarik..... terimakasih Sophie 😍😍😍,5,2025-11-24 18:21:28
😡😡😡😡😡,5,2025-11-24 18:21:16
"Bagus, cuma sayang jasa kirim yang digunakan didominasi oleh SPX yang kurang profesional dalam pelayanannya. Yang reguler aja 7 hari gak nyampe2",4,2025-11-24 18:20:43
harus belanja di shopee 💚💛♥️,5,2025-11-24 18:20:21
"parah banget sekarang shopee,, SPX'a gila""an,, pesennya kapan, estimasi tibanya 2-3hari, datengnya 1 minggu kemudian,,, parah sihh bener"" parah,, padahal apk ini banyak konsumen penggunanya, tp malah d buat kecewa,, konsumen kecewa beratt,, gila sihh ini,,, barang selalu stuck, perbaiki dong itu expedisinya,, jangan d mainin kosumennya,, udah berapa kali ini ngalamin selalu stuck,,",1,2025-11-24 18:19:41
pengiriman lama,1,2025-11-24 18:19:31
nice,5,2025-11-24 18:18:26
godd,5,2025-11-24 18:18:11
kok sekarang shopee suka error gak bisa dipencet kenapa yah,2,2025-11-24 18:17:30
"sangat membantu, belanja lebih mudah untuk daerah timur",5,2025-11-24 18:17:06
"untuk pesan di resto shopeefood, kenapa belum co, beberapa kali langsung terproses ya. dan tidak bisa dibatalkan. mohon info.",4,2025-11-24 18:16:51
game nya level 1 ke slnjutnya jomplang betul mudah ke sangat sulit..emang pelit mau nyusahi orang,3,2025-11-24 18:16:44
sangat membantu sekali,5,2025-11-24 18:15:50
MasyaAlloh walhamdulillah 🤲🤲 thanks neng shopee,5,2025-11-24 18:15:43
sangat puas belanja disini. semoga kedepannya makin membawa kebaikan,5,2025-11-24 18:15:24
sangat membamtu,5,2025-11-24 18:15:01
semua pesanan saya d antar dengan baik dan rapi,5,2025-11-24 18:14:37
oke,5,2025-11-24 18:14:12
bermanfaat,4,2025-11-24 18:14:02
memudahkan berbelanja,5,2025-11-24 18:12:31
mksih shopi smoga lancar usaha y,5,2025-11-24 18:11:51
bagus,5,2025-11-24 18:11:05
bahan bagus kainya lembut,5,2025-11-24 18:08:45
pusat berbelanja online yang sangat saya suka,5,2025-11-24 18:08:33
Shopee sangat membantu dalam mencari segala kebutuhan yang saya perlukan. Cukup klik satu jari semua ada di Shopee.,5,2025-11-24 18:08:16
kecewa,4,2025-11-24 18:08:13
Masih penjualnyang menjual barang abal abal atauu produk palsu,3,2025-11-24 18:08:05
aman terpercaya,5,2025-11-24 18:07:22
"shopee sangat membantu saya untuk belanjan barang barang yang diinginkan,,dan tidak perluh keluar lagii.apa yang dimau tinggal cari dishopee",5,2025-11-24 18:06:33
Thanks shopee aplikasi marketplace terpercaya... Tolong dihimbau para pelaku lapak didlmnya agar selalu merespon apa claim dari para user krn terkadang mereka kurang respon mengenai claim kami thanks.... Salam cuan...,5,2025-11-24 18:06:26
sejauh ini sih aman² aja dan kurir² nya juga ramah,4,2025-11-24 18:06:24
tingkatkan lagi kualitas mitra dan kualitas dagangan. kurir juga barang mahal jangan dicuri,5,2025-11-24 18:04:56
sangat membantu dalam belanja online,5,2025-11-24 18:04:38
luar biada,5,2025-11-24 18:04:27
sngt memuas kan,5,2025-11-24 18:04:09
sangat membantu saya yg notabene nya gak ada wktu buat shopping. jadi shopee lah solusinya. mantab👌,5,2025-11-24 18:03:55
mantap,5,2025-11-24 18:02:20
Kenapa pembayaran saya belum ada konfirmasi??,5,2025-11-24 18:00:42
sangat mudah di gunakan dalam bentuk cara apapun,5,2025-11-24 18:00:08
"Buat akun shopee bikin untung,Terimakasih shopee!",5,2025-11-24 17:59:55
bagus👍,5,2025-11-24 17:59:03
aplikasi nya bagus suka dengan shope,5,2025-11-24 17:59:01
sering belanja di shopee tp pengajuan spaylater dan spinjam selalu ditolak,5,2025-11-24 17:58:56
aplikasi belanja paling ribet,1,2025-11-24 17:58:53
barang nya bagus bagus banyak diskon nya,5,2025-11-24 17:56:34
layanan lebih baik saya naikkan lg ratingnya,4,2025-11-24 17:55:32
buat developer Shopee.. tolong buat aplikasi shopee seller yg khusus buat penjual,5,2025-11-24 17:55:18
terbaik di Indonesia mau beli apapun itu tinggal buka apk shopee,5,2025-11-24 17:53:30
Blm pernah pesan atau berbelanja di shope,5,2025-11-24 17:53:09
"pengantaran lama, apalagi kalo udah masuk dc cakung delay sampe 2 hari",1,2025-11-24 17:53:07
sekarang jarang ada gratis ongkir dan sekarang ongkir sering mahal ga kayak dulu lagi,3,2025-11-24 17:53:02
kerenn,5,2025-11-24 17:51:12
murah meriah,5,2025-11-24 17:49:28
ya saya suka aja,5,2025-11-24 17:49:07
sangat memuaskan,5,2025-11-24 17:48:02
sudah jadi langganan belanja COD,5,2025-11-24 17:47:46
aku pengen dapat potongan harga 🥺,5,2025-11-24 17:47:43
mempermudah belanja ok,5,2025-11-24 17:47:25
bagus bgt apk nya cuma Kenapa ya ga bisa check out,5,2025-11-24 17:46:45
baik selalu tepat waktu pesananya,5,2025-11-24 17:44:56
mudah mudahan amanah,5,2025-11-24 17:44:55
membantu sekali dan pengirimannya cepat,5,2025-11-24 17:44:17
aplikasi yang sangat saya sukai,5,2025-11-24 17:42:44
pengiriman cepat,5,2025-11-24 17:42:22
"PEKERJA NYA GA NIAT KERJA JAKARTA SOLO BIASANYA 3 HARI SAMPE, INI 5 HARI MASIH STACK DI SOLO DC KARANGANYAR, GA ADA PERUBAHAN, MENGECEWAKAN",1,2025-11-24 17:42:21
"shoppe bagus trmksih, trus tlong kpda kurir nya untuk mencantumkan nomor hp agar kami sbgi pemesan bisa menghubungi nya,",5,2025-11-24 17:41:28
memudahkan apa yang di butuhkan,5,2025-11-24 17:40:47
Mantap,5,2025-11-24 17:38:48
paket berhenti mulu tolol bener shope,1,2025-11-24 17:37:02
KENAPA SETIAP MELAKUKAN PEMBAYARAN MEMAKAI QRIS SELALU TIDAK ADA METODE PEMBAYARAN SPAYLATER.. PADAHAL SELALU TEPAT WAKTU BAYAR SEBELUM JATUH TEMPO.. BIKIN KECEWA,2,2025-11-24 17:36:54
😄,5,2025-11-24 17:34:58
kapan saya dapat gratis ongkir terus admin shopee Indonesia,5,2025-11-24 17:34:34
sangat membantu,5,2025-11-24 17:32:25
keren pisan,5,2025-11-24 17:32:23
mantap,5,2025-11-24 17:32:02
baru coba 3 kli pesan . cukup tepat waktu . mantap lah,5,2025-11-24 17:31:51
mengapa daerah kota Tomohon tidak bisa COD lagi.,5,2025-11-24 17:31:51
udh 7 thn pake shoope g pernah kecewa 😍,5,2025-11-24 17:31:15
penagihannya sudah di luar kondar seperti ilegal sudah tidak menjamin lagi,1,2025-11-24 17:30:28
alus,5,2025-11-24 17:29:39
Mempermudah keluarga pakai aplikasi ini mencari barang yg di dibutuhkan.,5,2025-11-24 17:29:21
banyak promo tiap bulan,5,2025-11-24 17:29:10
"update 2025 November masalah Penarikan uang koin Video sudah kembali Normal, makasih.",4,2025-11-24 17:28:05
Terbaik,5,2025-11-24 17:24:43
ok,5,2025-11-24 17:23:48
sangat baik,4,2025-11-24 17:23:28
"setiap buka apa. pasti iklan Shopee, mana maksa bgt😭",2,2025-11-24 17:23:24
"sangat membantu dengan segala kemudahan nya dalam mendapatkan semua kebutuhan,saya puas belanja di shopee,.",5,2025-11-24 17:22:52
mantap,5,2025-11-24 17:22:07
"SANGAT BURUK. FITUR OPSI PENGIRIMAN SEKARANG SULIT DIAKSES. SETIAP HENDAK GANTI PILIHAN (INSTANT, SAME DAY, DAN SEMACAMNYA) SELALU MUNCUL BLANK PAGE...LOADING LAMA TANPA MUNCUL HASIL. CHAT BANTUAN JUGA TETAP TIDAK ADA HASIL ALIAS PERCUMA. DIZAMAN SERBA SAT SET MALAH AKHIRNYA JADI LELET.",1,2025-11-24 17:21:31
"barang lama sampai,,,, paket hemat itu, pakai COD pilihan hanya SPX hemat yang membuat barang lama sampai.... kemarin-kemarin saya pesan di shopee nyampai nya 4 hari, lahh ini parah banget udah seminggu lebih nggak nyampai... padahal sama-sama lokasi saya sulawesi juga.... kapok pesan di apk ini",1,2025-11-24 17:19:41
"pemesanan mudah, dan barang cepat sampai",5,2025-11-24 17:18:58
murah dan te percaya,5,2025-11-24 17:18:28
bereh,5,2025-11-24 17:18:17
"ini kenapa ya shopee udah gak muncul lokasi Aceh lagiii heran dah, berubah rubah terus",3,2025-11-24 17:17:29
bagus,5,2025-11-24 17:17:20
banyak toko yang sok gak jualan.. pesen tanggal 1 dikirim tanggal 12 ...padahal dari daerah di Indonesia juga ...dan buat shoppe tolong lach klau ada pemesanan....lebih dari 24 jam di batalin otomatis... biar pihak pembeli ..gak Doble pesanan ......,1,2025-11-24 17:16:37
"harga barang cukup murah, banyak promo. apalagi promo gratis ongkir nya",5,2025-11-24 17:15:28
mantaf,5,2025-11-24 17:14:56
oke,5,2025-11-24 17:14:00
sangat membantu yang pasti murah,5,2025-11-24 17:13:13
baik,5,2025-11-24 17:12:41
Okeh membantu memudahkan belanja online,5,2025-11-24 17:11:16
Kualitas barangnya sangat bagus,5,2025-11-24 17:09:54
iklannya dimana mana,1,2025-11-24 17:09:38
bagus,5,2025-11-24 17:09:36
Tidak bisa memanusiakan driver/kurir,1,2025-11-24 17:09:03
sangat terbantu dengan shopee,5,2025-11-24 17:08:37
mantap,5,2025-11-24 17:08:21
bagus,5,2025-11-24 17:06:48
mantap,5,2025-11-24 17:06:02
shopee ajiib,5,2025-11-24 17:06:01
sangat membantu,5,2025-11-24 17:05:56
pesanan aman,5,2025-11-24 17:04:12
Semoga lebih baik lagi,5,2025-11-24 17:02:24
sangat membantu dalam berbelanja.cuman kualitas barang tolong untuk para toko lebih di tingkat kan lagi.,5,2025-11-24 17:00:43
"membantu skali,karena ongkis tidak mahal.tidak sperti di yang lain",5,2025-11-24 17:00:05
Ongkir paling murah se-Indonesia,5,2025-11-24 16:59:34
bagus .. .,5,2025-11-24 16:59:04
shope benar² menbantu untuk membeli apapun,5,2025-11-24 16:58:15
