review_text,rating,review_date,text_clean
"aplikasi yg bagus cuman ada kurang dikit, kalau bisa koinnya utk ditukar gak perlu dibatasi",5,2025-11-27 14:52:06,aplikasi bagus cuman kurang dikit kalau koin utk tukar tidak perlu batas
good,5,2025-11-27 14:52:05,bagus
good,5,2025-11-27 14:51:20,bagus
the best💙💙💙,5,2025-11-27 14:47:49,the best
jelek,1,2025-11-27 14:47:06,buruk
memudahkan orang didalam berbelanja,5,2025-11-27 14:46:32,mudah orang dalam belanja
"aku sudah terasa tidak ingin blanja karena setiap blanja barang nya selalu di undur, jadi cape nugu nya apalagi barang nya lagi butuh",3,2025-11-27 14:45:22,aku asa tidak blanja blanja barang nya selalu undur jadi cape nugu nya barang nya butuh
belaja puas harga pas.,5,2025-11-27 14:43:13,baja puas harga pas
jos,5,2025-11-27 14:43:06,jos
SEKARANG PENGIRIMAN NYA LAMA BENER YAK,1,2025-11-27 14:42:59,sekarang kirim nya lama benar yak
belanja online irit,5,2025-11-27 14:41:10,belanja online irit
bagus,5,2025-11-27 14:39:14,bagus
murah,4,2025-11-27 14:38:15,murah
mantap,5,2025-11-27 14:37:39,bagus
belanja lebih mudah,5,2025-11-27 14:37:32,belanja lebih mudah
bagus,5,2025-11-27 14:37:31,bagus
puas sangat sangat puasss,5,2025-11-27 14:36:38,puas sangat sangat puas
sesuai gambar,5,2025-11-27 14:36:38,sesuai gambar
mudah diaplikasikan,5,2025-11-27 14:36:27,mudah aplikasi
sangat bagus,5,2025-11-27 14:36:11,sangat bagus
ramah,5,2025-11-27 14:35:54,ramah
muantap deh pokonya buat shopee sukses slalu,5,2025-11-27 14:35:10,muantap deh poko buat shopee sukses slalu
"aplikasi ini sangat keren,dan membantu",5,2025-11-27 14:32:45,aplikasi sangat kerendan bantu
sangat baik nyaman dan aman belanja di sopi,5,2025-11-27 14:32:06,sangat baik nyaman aman belanja sopi
shopee ini enak bisa cod,5,2025-11-27 14:31:37,shopee enak cod
sangat puas belanja di shopee,5,2025-11-27 14:31:29,sangat puas belanja shopee
lebih gampang,5,2025-11-27 14:31:15,lebih gampang
Aku nggak suka,2,2025-11-27 14:30:52,aku tidak suka
"sip murah,ongkir 0",5,2025-11-27 14:30:01,sip murahongkir
bisa di buat untuk belanja apapun dengan murah,5,2025-11-27 14:29:59,buat belanja apa murah
memuaskan,5,2025-11-27 14:27:33,muas
"pokoknya shopee the best.sudah lama memakai shopee buat belanja kebutuhan dan tidak pernah mengecewakan,banyak voucher dan free ongkir nya.semoga shopee sukses selalu dan semangkin maju.🥰🥰🥰",5,2025-11-27 14:27:31,pokok shopee the bestsudah lama pakai shopee buat belanja butuh tidak pernah mengecewakanbanyak voucher free ongkir nyasemoga shopee sukses selalu semangkin maju suka suka suka
Bagus,5,2025-11-27 14:27:10,bagus
shopee banyak berubah dan sekarang lebih baik...pertahan kan y,5,2025-11-27 14:26:37,shopee banyak ubah sekarang lebih baikpertahan kan y
nyaman bnget sama aplikasi shoppe,5,2025-11-27 14:26:20,nyaman bnget sama aplikasi shoppe
"barangnya sangat murah , kualitas bagus dan barangnya cepat sampai",5,2025-11-27 14:26:19,barang sangat murah kualitas bagus barang cepat
Olshop paling aman paling terpercaya,5,2025-11-27 14:25:52,olshop paling aman paling percaya
apk ini sangat bagus,5,2025-11-27 14:25:21,apk sangat bagus
Alhamdulillah,5,2025-11-27 14:25:04,alhamdulillah
bug status pengiriman paket sering ngaco di map stat,4,2025-11-27 14:24:23,bug status kirim paket sering ngaco map stat
gabut aja sih pingin ngereting🙏🙏,5,2025-11-27 14:24:11,gabut aja sih pingin ngereting terima kasih terima kasih
marketplace bagus bgttt costumer service nya jg bagus cepat dan aman,5,2025-11-27 14:23:30,marketplace bagus banget costumer service nya bagus cepat aman
good shopy,5,2025-11-27 14:23:23,bagus shopy
bagus . tapi kalau awl buka shopee kenapa ke vidio mulu bukan ke menu,5,2025-11-27 14:23:14,bagus tapi kalau awl buka shopee vidio mulu bukan menu
bagus banget untuk belanja belanja online pokoknya bintang 5 dah mantap shopee mantap mantap jaya,5,2025-11-27 14:23:09,bagus banget belanja belanja online pokok bintang dah bagus shopee bagus bagus jaya
baik,5,2025-11-27 14:22:26,baik
bagus,5,2025-11-27 14:22:20,bagus
"belanja dgn mudah secara online di apk ini, aman terpercaya pilihan terbaik 👍",5,2025-11-27 14:19:40,belanja mudah online apk aman percaya pilih baik bagus
terima kasih,5,2025-11-27 14:19:40,terima kasih
nice,5,2025-11-27 14:19:21,nice
kenapa akun sy susah masukin alamat...tiap di msukin alamat kluar icon shopee trs ga BS kmbli,5,2025-11-27 14:17:28,akun susah masukin alamattiap msukin alamat kluar icon shopee trs tidak kmbli
oke,5,2025-11-27 14:17:13,oke
aplikasi sangat membantu dan terbaik aq sangat suka,5,2025-11-27 14:15:40,aplikasi sangat bantu baik aq sangat suka
sangat membantu bagi saya.,5,2025-11-27 14:14:47,sangat bantu
ok,5,2025-11-27 14:13:50,oke
sangat membantu untuk berbelanja kebutuhan keluarga,5,2025-11-27 14:13:38,sangat bantu belanja butuh keluarga
cukup baik tapi pesana saya belum sampai sudah dua hari,3,2025-11-27 14:12:37,cukup baik tapi sana belum hari
sangat membantu belanja online,5,2025-11-27 14:12:07,sangat bantu belanja online
"selalu pake shopee utk beli barang2 ataupun bahan kue, selalu tepat waktu dan barangnya recommended",5,2025-11-27 14:10:07,selalu pake shopee utk beli barang atau bahan kue selalu tepat waktu barang recommended
banyak seller penipu di shopee,1,2025-11-27 14:08:59,banyak seller tipu shopee
jadi gausah kepasar ke mall deh,5,2025-11-27 14:07:05,jadi gausah pasar mall deh
barang kena retur mulu gila,2,2025-11-27 14:04:16,barang kena retur mulu gila
sophee memang oke silahkan berbelanja di sophee semua yang anda butuhkan tersedia banyak vouchernya dan banyak gratis ongkirnya,5,2025-11-27 14:04:09,sophee memang oke silah belanja sophee semua butuh sedia banyak vouchernya banyak gratis ongkirnya
apk yg sangat membantu dalam berbelanja online,5,2025-11-27 14:03:00,apk sangat bantu belanja online
shoppe keren,5,2025-11-27 14:00:08,shoppe keren
penjual nya kebanyakan bertele_tele. apalagi untuk jasa kirim nya bikin darah tinggi.. ganti rugi untuk barang yang telat tidak sesuai.. harus nya kalau telat di kasih untuk menilai jasa kirim bagus atau tidak. kalau jelek jangan jadikan jasa kirim di shopee.,1,2025-11-27 13:59:21,jual nya banyak berteletele jasa kirim nya bikin darah tinggi ganti rugi barang telat tidak sesuai nya kalau telat kasih nilai jasa kirim bagus tidak kalau buruk jangan jadi jasa kirim shopee
bgus,5,2025-11-27 13:59:15,bgus
"semoga nanti bisa top up grab driver ,maxime driver dll",5,2025-11-27 13:58:46,moga top up grab driver maxime driver
mantap makin jaya,5,2025-11-27 13:56:55,bagus makin jaya
"pelayanan prima banyak gratis ongkir, sehingga pembeli hemat",5,2025-11-27 13:56:43,layan prima banyak gratis ongkir beli hemat
sesuai pesanan,5,2025-11-27 13:56:32,sesuai pesan
sangat membantu,5,2025-11-27 13:56:16,sangat bantu
top,5,2025-11-27 13:55:46,top
shopee selalu di depan,5,2025-11-27 13:54:11,shopee selalu depan
respon belanja di shoope cepat dan baik,5,2025-11-27 13:53:58,respon belanja shoope cepat baik
pokonya bagus kesacaravkeseluruhan mungkin darinpihak penjual/aj msh ada kekurangan kurangvketelitian,5,2025-11-27 13:53:33,poko bagus kesacaravkeseluruhan mungkin darinpihak penjualaj msh kurang kurangvketelitian
cool,5,2025-11-27 13:53:01,cool
"enak ,,",5,2025-11-27 13:52:21,enak
saya sangatlah puas dengan aplikasi ini,5,2025-11-27 13:51:44,sangat puas aplikasi
bagus,5,2025-11-27 13:51:23,bagus
aplikasinya bagus,5,2025-11-27 13:50:11,aplikasi bagus
mantap,5,2025-11-27 13:49:47,bagus
sangat memuaskan belanja di shopee pkonya bagusssss,5,2025-11-27 13:48:25,sangat muas belanja shopee pkonya bagus
bangus barang nya dah respon nya cepat,5,2025-11-27 13:48:07,bangus barang nya dah respon nya cepat
bagus dan asli,5,2025-11-27 13:47:47,bagus asli
pokoknya gak nyesal belanja di Shopee,5,2025-11-27 13:46:00,pokok tidak nyesal belanja shopee
sangat memuaskan,5,2025-11-27 13:45:30,sangat muas
"lebih baik biarkan customer memilih sendiri jasa expedisi yg mereka inginkan seperti dulu,bukan otomatis dari pihak shopee seperti sekarang,karena spx express di beberapa tempat sangat lama dalam pengiriman, lebih baik bayar,tapi cepat sampai daripada gratis ongkir tapi sampainya sangat lama.",1,2025-11-27 13:45:12,lebih baik biar customer pilih sendiri jasa expedisi ingin dulubukan otomatis pihak shopee sekarangkarena spx express beberapa tempat sangat lama kirim lebih baik bayartapi cepat gratis ongkir tapi sampai sangat lama
bagus,5,2025-11-27 13:45:11,bagus
Memuaskan sangat recomendet..,5,2025-11-27 13:42:47,muas sangat recomendet
bagus,5,2025-11-27 13:41:38,bagus
ruwet.. spinjm tbtb dibekukan,1,2025-11-27 13:41:28,ruwet spinjm tbtb beku
"Ayo Shopee, tolong perbaiki. Ada bug kayak semisal kirim ss layar ke seller. Masak enggak bisaa. Padahal enggak ada isinya apa apa (tapi tertulis pesan spam)",2,2025-11-27 13:41:00,ayo shopee baik bug kayak misal kirim ss layar seller masak enggak bisaa padahal enggak isi apa apa tapi tulis pesan spam
sangat membantu dan mudah di gunakan,5,2025-11-27 13:40:41,sangat bantu mudah guna
suka belanja di sopy,5,2025-11-27 13:40:28,suka belanja sopy
Sangat bagus,5,2025-11-27 13:39:15,sangat bagus
"sangat baik dan sajauh ini apa yg dipesan tidak ada yg mengecewakan,semua sesuai harganya.",5,2025-11-27 13:37:40,sangat baik sajauh apa pes tidak mengecewakansemua sesuai harga
selama belanja aman da lancar sampai tujuan,5,2025-11-27 13:36:02,lama belanja aman da lancar tuju
mudah²an smua sellernya amanah termasuk kurirnya jg..,5,2025-11-27 13:34:53,mudah smua sellernya amanah masuk kurir
"kenapa error terus setiap mau co,terus pas udah nge klik beli malah muncul tulisan ""flash sale flash sale""gitu,juga dari sinyal lancar sama hp ga ada kendala sama sekali tolong perbaiki min",1,2025-11-27 13:31:36,error terus mau coterus pas nge klik beli malah muncul tulis flash sale flash salegitujuga sinyal lancar sama hp tidak kendala sama sekali baik min
baikkk,5,2025-11-27 13:30:52,baik
"dear shopee..saya pelanggan barang di shopee.gratis ongkir sih gratis ongkir.tp kenapa biaya layanan Sekali co di keranjang makin banyak beli barang dr toko berbeda jd makin nambah biaya layanannya. coba jangan hitung pertoko,tp hitung per sekali co. Dan juga kasihlah peringatan keras bagi para seller yang penilaian bintang 3⭐⭐⭐ melebihi 100. SERTA BERLAKUKAN SECARA OTOMATIS (COD,CEK DULU). BAGI SEMUA SELLER BARANG SECOND JUGA BARANG BERESIKO PECAH. SERTA BERLAKUKAN GANTI RUGI ongkir ke buyer",4,2025-11-27 13:30:26,dear shopeesaya langgan barang shopeegratis ongkir sih gratis ongkirtp biaya layan sekali co keranjang makin banyak beli barang toko beda jd makin nambah biaya layan coba jangan hitung pertokotp hitung per sekali co kasih ingat keras seller nilai bintang bintang bintang bintang lebih laku otomatis codcek dulu semua seller barang second barang resiko pecah laku ganti rugi ongkir buyer
"udh bagus, cumn knp pas buka apk langsung ke live dan vidio, bukan keberanda, dan kalah di pencet beranda suka ngefreeze terus kelaur dari apknya, bukan satu kali dua kali tapi setiap buka apknya",5,2025-11-27 13:28:18,udh bagus cumn knp pas buka apk langsung live vidio bukan beranda kalah pencet beranda suka ngefreeze terus laur apknya bukan satu kali kali tapi buka apknya
"jelek.! pengiriman nya lama masa aku pesan bulan ini datangnya bulan depan.! astaga itu kelamaan buat orang yang gak sabaran kayak aku, minimal 3-5 hari lah pengirimannya, aku juga paling gak suka sama iklan shopee, ada dimana-mana, mana maksa banget lagi.! langsung masuk ke app market dan langsung ke download.! itu sangat menggangu, sumpah.!",1,2025-11-27 13:28:09,buruk kirim nya lama masa aku pesan bulan datang bulan depan astaga lama buat orang tidak sabar kayak aku minimal hari lah kirim aku paling tidak suka sama iklan shopee dimanamana mana maksa banget langsung masuk app market langsung download sangat menggangu sumpah
lumayan bagus... klo bisa lebih bagus lg kedepan nya,5,2025-11-27 13:26:28,lumayan bagus kalau lebih bagus lg depan nya
bagussss...,5,2025-11-27 13:25:24,bagus
aplikasi rekomend buat semua kalangan,5,2025-11-27 13:25:04,aplikasi rekomend buat semua kalang
sangat memuaskan..pelayanannya baik...kurirpun telat waktu,5,2025-11-27 13:24:44,sangat memuaskanpelayanannya baikkurirpun telat waktu
makin ok bagus,5,2025-11-27 13:24:36,makin oke bagus
ini apk gimna sih? udah login berkali² gak muncul² akun ny Nyesel downloadnya ngabis²in kuota aja,1,2025-11-27 13:24:08,apk gimna sih login kali tidak muncul akun ny nyesel downloadnya ngabisin kuota aja
sangat membantu apalagi bagi ibu2 yg sibuk dan tidak sempat keluar rumah. Sangat membantu juga untuk Shopee laternya soalnya bisa nyicil dengan bunga rendah.,5,2025-11-27 13:23:38,sangat bantu ibu sibuk tidak sempat keluar rumah sangat bantu shopee laternya soal nyicil bunga rendah
"gila lu shopee, gak ada pemberitahuan/notifikasi pengembalian dana ke spay.",1,2025-11-27 13:23:32,gila lu shopee tidak pemberitahuannotifikasi kembali dana spay
"pada saat saya memesan barang, tidak di update pelacakan paketnya oleh pihak shoope sehingga ketika pesanan saya sampai di tempat tinggal saya sy tidak mengetahui nya dan kurirnya pun terlambat menghubungi saya, saya menghubungi kurirnya katanya pesanan saya akan di kirim besok ternyata keesokan harinya paket saya malah di retur tanpa sepengetahuan saya, saya kecewa sekali dengan Shopee dan ini pengalaman pertama saya merasakan hal yang tidak mengenakkan ini",1,2025-11-27 13:22:58,mes barang tidak update lacak paket pihak shoope pesan tempat tinggal tidak tahu nya kurir lambat hubung hubung kurir kata pesan kirim besok nyata esok hari paket malah retur tahu kecewa sekali shopee alam pertama rasa tidak enak
mudah simpel banyak diskon promo barang berkualitas cepat pelayanan serta koperatif,5,2025-11-27 13:22:57,mudah simpel banyak diskon promo barang kualitas cepat layan koperatif
Shopee bagus,5,2025-11-27 13:21:40,shopee bagus
sesuai ekspektasi,5,2025-11-27 13:21:01,sesuai ekspektasi
banyak banget barang harga Rp0,5,2025-11-27 13:20:52,banyak banget barang harga rp
mantep lek,5,2025-11-27 13:20:48,mantep lek
"pengirimannya cepat,kurirnya ramah,tokonya amanah",5,2025-11-27 13:20:45,kirim cepatkurirnya ramahtokonya amanah
pengiriman cepat,5,2025-11-27 13:20:12,kirim cepat
Belanja di Shopee pokoknya oke deh...,5,2025-11-27 13:19:24,belanja shopee pokok oke deh
shopee sangat oke dan bagus,5,2025-11-27 13:18:49,shopee sangat oke bagus
ini sih jujur sangat bagus tapii gak pernah diskon 5rb gitu kwkwkw,5,2025-11-27 13:17:06,sih jujur sangat bagus tapi tidak pernah diskon rb gitu kwkwkw
paket sering ngestuck,1,2025-11-27 13:15:53,paket sering ngestuck
Alhamdulillah menarik,5,2025-11-27 13:14:14,alhamdulillah tarik
bagus,5,2025-11-27 13:14:01,bagus
Belanja online di Shopee menyenangkan. Mantap Shopee. sukses terus,5,2025-11-27 13:10:56,belanja online shopee senang bagus shopee sukses terus
kurirnya baik sopan,5,2025-11-27 13:10:32,kurir baik sopan
"sangat membantu, kebutuhan dapat terpenuhi.",4,2025-11-27 13:10:08,sangat bantu butuh penuh
"bagaimna sikap shoping sepihak terhadap pembeli barang dikembalikan di karenakan jasa pengantar kalian tidak profesional, masak disuruh ambil di rumah nya, akibatnya saya tidak bisa COD,, JAGAN SAMPAI SAYA BERKATA KASAR,",1,2025-11-27 13:08:50,bagaimna sikap shoping pihak beli barang kembali karena jasa antar kalian tidak profesional masak suruh ambil rumah nya akibat tidak cod jagan kata kasar
bagus buat orang yang males keluar keluar rumah,5,2025-11-27 13:08:18,bagus buat orang males keluar keluar rumah
bagusin sih aplikasinya sangat membantu juga tapi sekarang dicantumkan nomer kurir nya tolong cantumkan nomer kurirnya ya kam,5,2025-11-27 13:08:02,bagusin sih aplikasi sangat bantu tapi sekarang cantum nomer kurir nya cantum nomer kurir kam
mantap,5,2025-11-27 13:07:09,bagus
"belanja online tergantung kejujuran toko y,ada yg sesuai ada juga yg tidak sesuai",5,2025-11-27 13:07:05,belanja online gantung jujur toko yada sesuai tidak sesuai
mudah dan cepat,5,2025-11-27 13:03:56,mudah cepat
sukses,5,2025-11-27 13:03:53,sukses
"buka payleter saya kak , keblokir garagara telat 2hr",4,2025-11-27 13:03:40,buka payleter kak blokir garagara telat hr
"cepat ,aman ,dan tepat waktu",5,2025-11-27 13:02:27,cepat aman tepat waktu
"makin kesini makin lambat pengirimannya, coba deh pihak shoppe pertimbangankan antara jasa kirim yg CPT sama yang lambat , barang datang telat trs , udah 4x pesanan sama trs padahall di apk udah ada tulisan pesanan sedang di antar , saya tunggu sampai magrib eh di aplikasi baru bilang klo katanya alamat salah , padahal alamatnya sama seperti yang biasa , tunda lagi sampe 5 hari baru sampai, berati total ada 10 hari, padahal biasanya 3 hari udah sampai, saya pesenya juga liat"" lokasi , nggak jauh",5,2025-11-27 13:01:55,makin kesini makin lambat kirim coba deh pihak shoppe pertimbangankan jasa kirim cpt sama lambat barang datang telat trs x pesan sama trs padahall apk tulis pesan sedang antar tunggu magrib eh aplikasi baru bilang kalau kata alamat salah padahal alamat sama biasa tunda sampe hari baru berat total hari padahal biasa hari pese liat lokasi tidak jauh
Banyak manfaat dan praktis!,5,2025-11-27 13:01:20,banyak manfaat praktis
sesuai dan tepat,5,2025-11-27 13:00:15,sesuai tepat
mantap,5,2025-11-27 13:00:11,bagus
ok,5,2025-11-27 12:59:59,oke
mantap,5,2025-11-27 12:58:16,bagus
amanah dan memuaskan,5,2025-11-27 12:57:19,amanah muas
proses cepat,5,2025-11-27 12:55:55,proses cepat
"terimakasih pesanan barang lewat shopee memang cepat,aku suka aplikasi ini",5,2025-11-27 12:55:31,terimakasih pesan barang lewat shopee memang cepataku suka aplikasi
"ekspedisi yg di monopoli tapi jadi terlambat,ga sesuai estimasi dan cs pada blunder beda beda statemen 1 dan yg lain,pesanan saya belum tiba",1,2025-11-27 12:54:37,ekspedisi monopoli tapi jadi terlambatga sesuai estimasi cs blunder beda beda statemen lainpesanan belum tiba
sangat membantu,4,2025-11-27 12:54:25,sangat bantu
memuaskan layanannya🙏👍,5,2025-11-27 12:53:29,muas layan terima kasih bagus
👍🏻,5,2025-11-27 12:53:01,bagus
makin ramai,5,2025-11-27 12:51:59,makin ramai
pas sama di pesan terimakasih,5,2025-11-27 12:51:16,pas sama pesan terimakasih
mantap lah barang datang tepat waktu,5,2025-11-27 12:49:14,bagus lah barang datang tepat waktu
pengiriman lambat,1,2025-11-27 12:48:41,kirim lambat
shopee mantap,5,2025-11-27 12:46:48,shopee bagus
"bagus""",4,2025-11-27 12:45:52,bagus
"sekarang lemot sekali, dan estimasi selalu mepet .. pokoknya tidak seperti duluuu.. kecewaaaaaa",1,2025-11-27 12:45:34,sekarang lambat sekali estimasi selalu mepet pokok tidak dulu kecewa
ok,5,2025-11-27 12:42:53,oke
"menarik, hanya harga berubah tanpa tanpa peringatan, kadang dapet dikon besar kadang harga awal tanpa diskon...lebih teliti sebelum bayar...wkwkwk",5,2025-11-27 12:42:28,tarik harga ubah ingat kadang dapet dikon besar kadang harga awal diskonlebih teliti bayarwkwkwk
"alhamdulillah ga pernah ada masalah, tapi 1 yg masih disayangkan ~ untuk payment belum ada pilihan qris nya, boleh dong min dipertimbangkan",5,2025-11-27 12:41:21,alhamdulillah tidak pernah masalah tapi sayang payment belum pilih qris nya dong min timbang
sejauh ini layanannya bagus,5,2025-11-27 12:41:01,jauh layan bagus
Siip,5,2025-11-27 12:40:49,siip
Bagus dan membantu,5,2025-11-27 12:38:54,bagus bantu
iklannya di aplikasi lain menggangu sekali,1,2025-11-27 12:38:28,iklan aplikasi menggangu sekali
masih aman,5,2025-11-27 12:38:12,aman
aplikasi yang sangat memuaskan,5,2025-11-27 12:37:23,aplikasi sangat muas
top,5,2025-11-27 12:37:19,top
kerennn,5,2025-11-27 12:36:36,keren
apk nya bagus,5,2025-11-27 12:35:33,apk nya bagus
ongkir nya murah,5,2025-11-27 12:33:34,ongkir nya murah
shopee makin mantab gratis ongkir dan discount makin luar biasa trimakasih shopee memudahkan kita mencari barang yang kita butuhkan,5,2025-11-27 12:30:54,shopee makin mantab gratis ongkir discount makin luar biasa trimakasih shopee mudah cari barang butuh
ok,5,2025-11-27 12:30:46,oke
Setelah update jaringan jd jelek apk susah di buka dan poin susah di klik.Tlg di perbaiki jaringan jangan sampai lemot dan lag parah spt dulu. Dulu saking lag nya ku uninstall apk ini. Karena kecewa apk gak ada perbaikan tetap lag walau sdh update terus. Shgga aku install dan pake apk sebelah karena lancar dan aman u belanja.,3,2025-11-27 12:30:32,update jaring jd buruk apk susah buka poin susah kliktlg baik jaring jangan lambat lag parah spt dulu dulu saking lag nya ku uninstall apk kecewa apk tidak baik tetap lag update terus shgga aku install pake apk belah lancar aman u belanja
makasih seller dan shopee sangat puas dengan producnya,5,2025-11-27 12:30:06,makasih seller shopee sangat puas producnya
"sebenarnya seneng banget belanja di shopee karna banyak promo, barangnya juga real tapi sayang belakangan ini paket yang dikirim pake hemat bermasalah semua barang tidak sampai dan tiap laporan cuma dikasi jawaban template suruh tunggu dan sudah berhari hari ga ada solusi",3,2025-11-27 12:29:16,benar senang banget belanja shopee karna banyak promo barang real tapi sayang belakang paket kirim pake hemat masalah semua barang tidak tiap lapor cuma kasi jawab template suruh tunggu hari hari tidak solusi
"Dear Shopee, please provide Shopee Ride. You're the super app. 👍🏻",5,2025-11-27 12:28:50,dear shopee please provide shopee ride youre the super app bagus
semoga selalu memberikan say kejutan,5,2025-11-27 12:28:08,moga selalu beri say kejut
membantu,4,2025-11-27 12:27:34,bantu
lumayan,5,2025-11-27 12:26:39,lumayan
mantab,5,2025-11-27 12:26:18,mantab
boleh juga nih,5,2025-11-27 12:22:52,nih
mantap,4,2025-11-27 12:21:30,bagus
"saya puas,biarpun yang di beli barang murah tapi pengiriman tepat waktu",5,2025-11-27 12:20:38,puasbiarpun beli barang murah tapi kirim tepat waktu
aplikasi online terbaik,5,2025-11-27 12:17:50,aplikasi online baik
iklan nya agak dikurangi yah kak,1,2025-11-27 12:17:40,iklan nya rang yah kak
blanja puas. barang sesuai,5,2025-11-27 12:17:17,blanja puas barang sesuai
bagusss,5,2025-11-27 12:15:57,bagus
"apk ini sangat bagus, dapat gratis ongkir",5,2025-11-27 12:15:50,apk sangat bagus gratis ongkir
sangat membantu dan meringankan aktivitas,5,2025-11-27 12:15:23,sangat bantu ringan aktivitas
Keren pol,5,2025-11-27 12:15:11,keren pol
Gas,5,2025-11-27 12:13:55,gas
"Awal awal bagus, lama kelama'an pengiriman'y lama bnget",1,2025-11-27 12:13:53,awal awal bagus lama lama pengirimany lama bnget
Karena skrg waktu pengiriman LBH molor,3,2025-11-27 12:13:24,skrg waktu kirim lbh molor
data pribadi ga aman,1,2025-11-27 12:13:01,data pribadi tidak aman
konsisten pkky👍,5,2025-11-27 12:12:30,konsisten pkky bagus
"Jooss sukses selalu shoope , ongkir ringan, gratis ongkir sering kudapat mantap dah pokoknya semoga segera disetujui shoope Paylater ku, atau shopee pinjaman ku.. buat tambah modal buka bengkel, sayangnya ditolak terus pengajuan paylater maupun pinjaman ? padahal selalu belanja di shoope ???",5,2025-11-27 12:12:22,jooss sukses selalu shoope ongkir ringan gratis ongkir sering dapat bagus dah pokok moga segera tuju shoope paylater ku shopee pinjam ku buat tambah modal buka bengkel sayang tolak terus aju paylater maupun pinjam padahal selalu belanja shoope
saya suka aplikasi ini karena sangat membantu dalam proses pembelian barang yang kita inginkan,5,2025-11-27 12:12:12,suka aplikasi sangat bantu proses beli barang ingin
"Sudah lama pakai cuma gak pernah kasih review, sebelum si ijo gabung hitam, shopee masih kurang menarik, tapi makin lama makin improve sekarang belanja apapun lebih milih shopee",5,2025-11-27 12:11:36,lama pakai cuma tidak pernah kasih review si ijo gabung hitam shopee kurang tarik tapi makin lama makin improve sekarang belanja apa lebih milih shopee
buat belanja aj,5,2025-11-27 12:11:28,buat belanja aj
aplikasi mudah dan murah gampang pakainya,5,2025-11-27 12:11:08,aplikasi mudah murah gampang pakai
"Efisien g perlu ribet cek barang/harga di toko,,,",5,2025-11-27 12:10:51,efisien g perlu ribet cek barangharga toko
"puas banget, walaupun baru pakai. sangat bermanfaat.",5,2025-11-27 12:10:43,puas banget walaupun baru pakai sangat manfaat
bagus pengiriman Sangat capat,5,2025-11-27 12:10:37,bagus kirim sangat capat
jual beli yg mantabbb,5,2025-11-27 12:10:18,jual beli mantab
shope penjualnya kurang Amanah .banyak penipuan .barang Ndak sesuai pesanan.,3,2025-11-27 12:10:12,shope jual kurang amanah banyak tipu barang ndak sesuai pesan
bermanfaat sekali,5,2025-11-27 12:10:07,manfaat sekali
lengkap terpercaya,5,2025-11-27 12:09:20,lengkap percaya
"keamanan sangat buruk, beberapa transaksi tidak saya kenal, dan maraknya penipuan yg mengatasnamakan shopee, tapi pihak perusahaan seolah tidak mau tau dan pemilik akun tetap harus membayar, padahal jelas jelas ini penupuan",1,2025-11-27 12:09:00,aman sangat buruk beberapa transaksi tidak kenal marak tipu mengatasnamakan shopee tapi pihak usaha tidak mau tau milik akun tetap bayar padahal jelas jelas penupuan
shopee selalu di hati..,5,2025-11-27 12:08:46,shopee selalu hati
mantap,5,2025-11-27 12:08:30,bagus
"mulai gak suka sama shopee.. setelah di adakannya biaya ukuran khusus, yang cukup mahal menurut saya, belanja online cukup murah biasanya, sekarang sama saja, cenderung lebih mahal",3,2025-11-27 12:07:29,mulai tidak suka sama shopee adakan biaya ukur khusus cukup mahal belanja online cukup murah biasa sekarang sama cenderung lebih mahal
nice I like it,5,2025-11-27 12:06:50,nice i like it
"Jadi ribet sekarang mah,ga kaya dulu.",5,2025-11-27 12:06:40,jadi ribet sekarang mahga kaya dulu
lancar semua ... pesanan barang oke,5,2025-11-27 12:06:05,lancar semua pesan barang oke
puas dngn pelayananya,5,2025-11-27 12:05:00,puas dngn pelayananya
bagus. semua serba gampang,5,2025-11-27 12:04:59,bagus semua serba gampang
baik,5,2025-11-27 12:02:54,baik
cukup membantu,5,2025-11-27 12:02:52,cukup bantu
the best pokoknya,5,2025-11-27 12:00:09,the best pokok
shopee indonesia slalu terpecaya💪🏻,5,2025-11-27 11:59:38,shopee indonesia slalu terpecaya
ini shopee apa tiktok. ko pertama buka langsung video live,1,2025-11-27 11:58:40,shopee apa tiktok ko pertama buka langsung video live
sangat puas sesuai ekpektasi,5,2025-11-27 11:55:21,sangat puas sesuai ekpektasi
"shopee terbaik, walaupun kadang² ada pengirimn lnya lama",5,2025-11-27 11:54:50,shopee baik walaupun kadang pengirimn lnya lama
baguss bgtt bisa belanja onlinee,5,2025-11-27 11:53:32,baguss bgtt belanja onlinee
ok,5,2025-11-27 11:51:47,oke
bagus respon cepat,5,2025-11-27 11:50:45,bagus respon cepat
dengan adanya shopee jadi bisa blanja online..... bagi saya sangat membantu,5,2025-11-27 11:50:22,ada shopee jadi blanja online sangat bantu
bnyk promo..tp pajak nambah huhu,5,2025-11-27 11:50:02,bnyk promotp pajak nambah huhu
tolong untuk Shopee bikin juga fitur untuk melihat ulasan barang berdasarkan tanggal terbaru dan trlama,2,2025-11-27 11:49:20,shopee bikin fitur lihat ulas barang dasar tanggal baru trlama
"Saya sudah pindah ke sebelah yang pengiriman nya lebih cepet, disini lemot dan tidak bisa menghubungi kurir🙏😊 terima kasih",1,2025-11-27 11:49:12,pindah belah kirim nya lebih cepat sini lambat tidak hubung kurir terima kasih senang terima kasih
bagus,5,2025-11-27 11:49:06,bagus
